-1;1                      7.59959e-08
-0.9;1                      1.65701e-06
-0.8;0.99998                      1.98275e-05
-0.7;1.00014                      0.000137001
-0.6;0.9995                      0.000500292
-0.5;1.00047                      0.000470614
-0.4;1.00256                      0.00256113
-0.3;0.995669                      0.00433057
-0.2;0.98412                      0.0158801
-0.1;1.01484                      0.0148425
0;1.08606                      0.0860557
0.1;1.05837                      0.0583682
0.2;0.821643                      0.178357
0.3;0.473503                      0.326497
0.4;0.195455                      0.204545
0.5;0.0559322                      0.0559322
0.6;0.0105295                      0.0105295
0.7;0.0011732                      0.0011732
0.8;5.86599e-05                      5.86599e-05
0.9;0                      0
1;0                      0
0.326497 & 0.0960261 & 0.300627 & 0.070092
-1;1                      0
-0.99375;1                      0
-0.9875;1                      0
-0.98125;1                      0
-0.975;1                      0
-0.96875;1                      0
-0.9625;1                      0
-0.95625;1                      0
-0.95;1                      0
-0.94375;1                      0
-0.9375;1                      0
-0.93125;1                      0
-0.925;1                      0
-0.91875;1                      0
-0.9125;1                      0
-0.90625;1                      0
-0.9;1                      0
-0.89375;1                      0
-0.8875;1                      0
-0.88125;1                      0
-0.875;1                      0
-0.86875;1                      0
-0.8625;1                      0
-0.85625;1                      0
-0.85;1                      0
-0.84375;1                      0
-0.8375;1                      0
-0.83125;1                      0
-0.825;1                      0
-0.81875;1                      0
-0.8125;1                      0
-0.80625;1                      0
-0.8;1                      0
-0.79375;1                      0
-0.7875;1                      0
-0.78125;1                      0
-0.775;1                      0
-0.76875;1                      0
-0.7625;1                      0
-0.75625;1                      0
-0.75;1                      0
-0.74375;1                      0
-0.7375;1                      0
-0.73125;1                      0
-0.725;1                      0
-0.71875;1                      0
-0.7125;1                      0
-0.70625;1                      0
-0.7;1                      0
-0.69375;1                      0
-0.6875;1                      0
-0.68125;1                      0
-0.675;1                      0
-0.66875;1                      0
-0.6625;1                      0
-0.65625;1                      0
-0.65;1                      0
-0.64375;1                      0
-0.6375;1                      0
-0.63125;1                      0
-0.625;1                      0
-0.61875;1                      0
-0.6125;1                      0
-0.60625;1                      0
-0.6;1                      0
-0.59375;1                      0
-0.5875;1                      0
-0.58125;1                      0
-0.575;1                      0
-0.56875;1                      0
-0.5625;1                      0
-0.55625;1                      0
-0.55;1                      0
-0.54375;1                      0
-0.5375;1                      0
-0.53125;1                      0
-0.525;1                      0
-0.51875;1                      0
-0.5125;1                      0
-0.50625;1                      0
-0.5;1                      0
-0.49375;1                      0
-0.4875;1                      0
-0.48125;1                      0
-0.475;1                      0
-0.46875;1                      0
-0.4625;1                      0
-0.45625;1                      0
-0.45;1                      0
-0.44375;1                      0
-0.4375;1                      0
-0.43125;1                      0
-0.425;1                      0
-0.41875;1                      0
-0.4125;1                      0
-0.40625;1                      0
-0.4;1                      0
-0.39375;1                      0
-0.3875;1                      2.22045e-16
-0.38125;1                      4.44089e-16
-0.375;1                      4.44089e-16
-0.36875;1                      6.66134e-16
-0.3625;1                      6.66134e-16
-0.35625;1                      6.66134e-16
-0.35;1                      8.88178e-16
-0.34375;1                      1.11022e-15
-0.3375;1                      1.33227e-15
-0.33125;1                      1.33227e-15
-0.325;1                      1.33227e-15
-0.31875;1                      1.33227e-15
-0.3125;1                      1.33227e-15
-0.30625;1                      1.33227e-15
-0.3;1                      2.44249e-15
-0.29375;1                      2.66454e-15
-0.2875;1                      1.55431e-15
-0.28125;1                      2.55351e-15
-0.275;1                      1.02141e-14
-0.26875;1                      1.13243e-14
-0.2625;1                      3.05311e-14
-0.25625;1                      3.06422e-14
-0.25;1                      9.92539e-14
-0.24375;1                      9.81437e-14
-0.2375;1                      2.94209e-13
-0.23125;1                      3.13305e-13
-0.225;1                      8.38885e-13
-0.21875;1                      1.04405e-12
-0.2125;1                      2.23377e-12
-0.20625;1                      3.47378e-12
-0.2;1                      5.41944e-12
-0.19375;1                      1.12603e-11
-0.1875;1                      1.12736e-11
-0.18125;1                      3.46928e-11
-0.175;1                      1.66858e-11
-0.16875;1                      9.92466e-11
-0.1625;1                      1.7788e-12
-0.15625;1                      2.56346e-10
-0.15;1                      1.38853e-10
-0.14375;1                      5.7116e-10
-0.1375;1                      6.82399e-10
-0.13125;1                      9.8753e-10
-0.125;1                      2.30514e-09
-0.11875;1                      8.1075e-10
-0.1125;1                      6.06024e-09
-0.10625;1                      2.58079e-09
-0.1;1                      1.20829e-08
-0.09375;1                      1.55762e-08
-0.0875;1                      1.44722e-08
-0.08125;1                      4.72628e-08
-0.075;1                      9.85959e-09
-0.06875;1                      9.4204e-08
-0.0625;1                      1.09981e-07
-0.05625;1                      9.41317e-08
-0.05;1                      3.25343e-07
-0.04375;1                      1.37406e-07
-0.0375;0.999999                      5.23876e-07
-0.03125;0.999999                      8.43328e-07
-0.025;1                      1.18961e-07
-0.01875;1                      1.80422e-06
-0.0125;1                      1.85353e-06
-0.00625;0.999999                      1.2949e-06
0;0.999995                      5.10158e-06
0.00625;0.999996                      3.84917e-06
0.0125;1                      4.65896e-06
0.01875;1.00001                      1.30617e-05
0.025;1.00001                      8.61745e-06
0.03125;0.999988                      1.19722e-05
0.0375;0.999968                      3.15405e-05
0.04375;0.999977                      2.25921e-05
0.05;1.00002                      2.28675e-05
0.05625;1.00007                      7.13659e-05
0.0625;1.00007                      6.50919e-05
0.06875;0.999977                      2.30717e-05
0.075;0.999858                      0.00014215
0.08125;0.999821                      0.000179152
0.0875;0.999952                      4.81154e-05
0.09375;1.00021                      0.000210103
0.1;1.00041                      0.000411174
0.10625;1.00034                      0.000338196
0.1125;0.999921                      7.85352e-05
0.11875;0.999353                      0.000646797
0.125;0.999026                      0.000974438
0.13125;0.999297                      0.000703482
0.1375;1.00022                      0.000218885
0.14375;1.00142                      0.00141561
0.15;1.00221                      0.0022094
0.15625;1.00196                      0.00196213
0.1625;1.00045                      0.000448252
0.16875;0.998058                      0.00194235
0.175;0.995711                      0.00428868
0.18125;0.994521                      0.00547911
0.1875;0.995345                      0.0046548
0.19375;0.998434                      0.00156609
0.2;1.00329                      0.00329274
0.20625;1.0088                      0.00879888
0.2125;1.0135                      0.0134957
0.21875;1.01595                      0.0159454
0.225;1.01502                      0.0150234
0.23125;1.01008                      0.0100848
0.2375;1.00099                      0.000987079
0.24375;0.988001                      0.0119988
0.25;0.971664                      0.0283356
0.25625;0.952632                      0.0223677
0.2625;0.931564                      0.0184363
0.26875;0.909049                      0.0159513
0.275;0.885568                      0.0144319
0.28125;0.861473                      0.0135267
0.2875;0.83699                      0.0130103
0.29375;0.81225                      0.0127505
0.3;0.787344                      0.0126559
0.30625;0.762366                      0.012634
0.3125;0.737406                      0.0125936
0.31875;0.71251                      0.0124895
0.325;0.687637                      0.0123632
0.33125;0.662677                      0.0123231
0.3375;0.637547                      0.0124528
0.34375;0.61229                      0.0127104
0.35;0.587089                      0.0129113
0.35625;0.562162                      0.0128382
0.3625;0.537579                      0.0124215
0.36875;0.513147                      0.0118532
0.375;0.488474                      0.0115256
0.38125;0.463203                      0.0117965
0.3875;0.437281                      0.0127189
0.39375;0.411084                      0.0139156
0.4;0.385291                      0.0147094
0.40625;0.360538                      0.0144621
0.4125;0.337052                      0.0129483
0.41875;0.314442                      0.0105577
0.425;0.291789                      0.00821133
0.43125;0.267979                      0.00702079
0.4375;0.242155                      0.00784509
0.44375;0.214066                      0.010934
0.45;0.184207                      0.0157931
0.45625;0.153701                      0.021299
0.4625;0.124005                      0.0259952
0.46875;0.0965554                      0.0284446
0.475;0.0724765                      0.0275235
0.48125;0.0524134                      0.0225866
0.4875;0.0365111                      0.0134889
0.49375;0.0245001                      0.000499887
0.5;0.0158407                      0.0158407
0.50625;0.00987155                      0.00987155
0.5125;0.00593168                      0.00593168
0.51875;0.00343822                      0.00343822
0.525;0.00192328                      0.00192328
0.53125;0.00103869                      0.00103869
0.5375;0.000541808                      0.000541808
0.54375;0.000273078                      0.000273078
0.55;0.000133035                      0.000133035
0.55625;6.26659e-05                      6.26659e-05
0.5625;2.85503e-05                      2.85503e-05
0.56875;1.25842e-05                      1.25842e-05
0.575;5.36761e-06                      5.36761e-06
0.58125;2.21602e-06                      2.21602e-06
0.5875;8.85698e-07                      8.85698e-07
0.59375;3.42758e-07                      3.42758e-07
0.6;1.28451e-07                      1.28451e-07
0.60625;4.66213e-08                      4.66213e-08
0.6125;1.63895e-08                      1.63895e-08
0.61875;5.58096e-09                      5.58096e-09
0.625;1.84089e-09                      1.84089e-09
0.63125;5.8821e-10                      5.8821e-10
0.6375;1.8206e-10                      1.8206e-10
0.64375;5.45839e-11                      5.45839e-11
