-1;1                      2.44458e-11
-0.99;1                      2.08669e-10
-0.98;1                      3.34292e-10
-0.97;1                      2.84389e-10
-0.96;1                      1.11486e-11
-0.95;1                      3.86638e-10
-0.94;1                      6.60522e-10
-0.93;1                      5.35275e-10
-0.92;1                      7.11768e-11
-0.91;1                      8.70515e-10
-0.9;1                      1.26213e-09
-0.89;1                      7.16696e-10
-0.88;1                      6.90266e-10
-0.87;1                      2.03561e-09
-0.86;1                      2.01613e-09
-0.85;1                      5.92708e-11
-0.84;1                      2.72286e-09
-0.83;1                      3.85253e-09
-0.82;1                      1.44918e-09
-0.81;1                      3.43711e-09
-0.8;1                      6.56906e-09
-0.79;1                      3.77154e-09
-0.78;1                      4.25258e-09
-0.77;1                      1.04806e-08
-0.76;1                      7.04283e-09
-0.75;1                      5.56705e-09
-0.74;1                      1.52348e-08
-0.73;1                      8.15825e-09
-0.72;1                      1.42438e-08
-0.71;1                      3.02405e-08
-0.7;1                      1.71155e-08
-0.69;1                      1.95135e-08
-0.68;1                      4.19917e-08
-0.67;1                      1.96396e-08
-0.66;1                      2.55199e-08
-0.65;1                      3.00677e-08
-0.64;1                      3.20813e-08
-0.63;1                      9.01982e-08
-0.62;1                      3.74727e-08
-0.61;1                      1.22088e-07
-0.6;1                      2.24645e-07
-0.59;1                      1.14074e-07
-0.58;1                      1.38397e-07
-0.57;1                      2.75236e-07
-0.56;1                      1.74986e-07
-0.55;1                      2.95729e-08
-0.54;1                      3.94009e-08
-0.53;1                      8.75181e-09
-0.52;1                      4.1374e-07
-0.51;1                      9.54125e-07
-0.5;0.999999                      6.29485e-07
-0.49;0.999999                      9.56858e-07
-0.48;1                      2.42362e-06
-0.47;0.999998                      1.68067e-06
-0.46;0.999999                      1.35769e-06
-0.45;1                      3.94524e-06
-0.44;0.999997                      3.24028e-06
-0.43;0.999999                      6.31029e-07
-0.42;1                      4.91538e-06
-0.41;0.999993                      6.52549e-06
-0.4;1                      2.94965e-06
-0.39;1.00001                      6.2783e-06
-0.38;0.999985                      1.48832e-05
-0.37;1.00001                      9.94881e-06
-0.36;1.00001                      1.27981e-05
