0.82;0.00108746                      0.00108746
0.83;-0.00157405                      0.00157405
0.84;0.00226278                      0.00226278
0.85;-0.00323005                      0.00323005
0.86;0.00457764                      0.00457764
0.87;-0.00643955                      0.00643955
0.88;0.00899011                      0.00899011
0.89;-0.0124531                      0.0124531
0.9;0.0171118                      0.0171118
0.91;-0.0233195                      0.0233195
0.92;0.0315094                      0.0315094
0.93;-0.0422029                      0.0422029
0.94;0.0560151                      0.0560151
0.95;-0.0736548                      0.0736548
0.96;0.0959162                      0.0959162
0.97;-0.123661                      0.123661
0.98;0.157785                      0.157785
0.99;-0.199172                      0.199172
1;0.248622                      0.248622
0.248622 & 0.0194188 & 0.243367 & 0.0141087
-1;1                      0
-0.995;1                      0
-0.99;1                      0
-0.985;1                      0
-0.98;1                      0
-0.975;1                      0
-0.97;1                      0
-0.965;1                      0
-0.96;1                      0
-0.955;1                      0
-0.95;1                      0
-0.945;1                      0
-0.94;1                      0
-0.935;1                      0
-0.93;1                      0
-0.925;1                      0
-0.92;1                      0
-0.915;1                      0
-0.91;1                      0
-0.905;1                      0
-0.9;1                      0
-0.895;1                      0
-0.89;1                      0
-0.885;1                      0
-0.88;1                      0
-0.875;1                      0
-0.87;1                      0
-0.865;1                      0
-0.86;1                      0
-0.855;1                      0
-0.85;1                      0
-0.845;1                      0
-0.84;1                      0
-0.835;1                      0
-0.83;1                      0
-0.825;1                      0
-0.82;1                      0
-0.815;1                      0
-0.81;1                      0
-0.805;1                      0
-0.8;1                      0
-0.795;1                      0
-0.79;1                      0
-0.785;1                      0
-0.78;1                      0
-0.775;1                      0
-0.77;1                      0
-0.765;1                      0
-0.76;1                      0
-0.755;1                      0
-0.75;1                      0
-0.745;1                      0
-0.74;1                      0
-0.735;1                      0
-0.73;1                      0
-0.725;1                      0
-0.72;1                      0
-0.715;1                      0
-0.71;1                      0
-0.705;1                      0
-0.7;1                      0
-0.695;1                      0
-0.69;1                      0
-0.685;1                      0
-0.68;1                      0
-0.675;1                      0
-0.67;1                      0
-0.665;1                      0
-0.66;1                      0
-0.655;1                      0
-0.65;1                      0
-0.645;1                      0
-0.64;1                      0
-0.635;1                      0
-0.63;1                      0
-0.625;1                      0
-0.62;1                      0
-0.615;1                      0
-0.61;1                      0
-0.605;1                      0
-0.6;1                      0
-0.595;1                      0
-0.59;1                      0
-0.585;1                      0
-0.58;1                      0
-0.575;1                      0
-0.57;1                      0
-0.565;1                      0
-0.56;1                      0
-0.555;1                      0
-0.55;1                      0
-0.545;1                      0
-0.54;1                      0
-0.535;1                      0
-0.53;1                      0
-0.525;1                      0
-0.52;1                      0
-0.515;1                      0
-0.51;1                      0
-0.505;1                      0
-0.5;1                      0
-0.495;1                      0
-0.49;1                      0
-0.485;1                      0
-0.48;1                      0
-0.475;1                      0
-0.47;1                      0
-0.465;1                      0
-0.46;1                      0
-0.455;1                      0
-0.45;1                      0
-0.445;1                      0
-0.44;1                      0
-0.435;1                      0
-0.43;1                      0
-0.425;1                      0
-0.42;1                      0
-0.415;1                      0
-0.41;1                      0
-0.405;1                      0
-0.4;1                      0
-0.395;1                      0
-0.39;1                      0
-0.385;1                      0
-0.38;1                      0
-0.375;1                      0
-0.37;1                      0
-0.365;1                      0
-0.36;1                      0
-0.355;1                      0
-0.35;1                      0
-0.345;1                      0
-0.34;1                      0
-0.335;1                      0
-0.33;1                      0
-0.325;1                      0
-0.32;1                      0
-0.315;1                      0
-0.31;1                      0
-0.305;1                      0
-0.3;1                      0
-0.295;1                      0
-0.29;1                      0
-0.285;1                      0
-0.28;1                      0
-0.275;1                      0
-0.27;1                      0
-0.265;1                      0
-0.26;1                      0
-0.255;1                      0
-0.25;1                      0
-0.245;0.98                      0.02
-0.24;0.96                      0.04
-0.235;0.94                      0.06
-0.23;0.92                      0.08
-0.225;0.9                      0.1
-0.22;0.88                      0.12
-0.215;0.86                      0.14
-0.21;0.84                      0.16
-0.205;0.82                      0.18
-0.2;0.8                      0.2
-0.195;0.78                      0.22
-0.19;0.76                      0.24
-0.185;0.74                      0.26
-0.18;0.72                      0.28
-0.175;0.7                      0.3
-0.17;0.68                      0.32
-0.165;0.66                      0.34
-0.16;0.64                      0.36
-0.155;0.62                      0.38
-0.15;0.6                      0.4
-0.145;0.58                      0.42
-0.14;0.56                      0.44
-0.135;0.54                      0.46
-0.13;0.52                      0.48
-0.125;0.5                      0.5
-0.12;0.48                      0.52
-0.115;0.46                      0.54
-0.11;0.44                      0.56
-0.105;0.42                      0.58
-0.1;0.4                      0.6
-0.095;0.38                      0.62
-0.09;0.36                      0.64
-0.085;0.34                      0.66
-0.08;0.32                      0.68
-0.075;0.3                      0.7
-0.07;0.28                      0.72
-0.065;0.26                      0.74
-0.06;0.24                      0.76
-0.055;0.22                      0.78
-0.05;0.2                      0.8
-0.045;0.18                      0.82
-0.04;0.16                      0.84
-0.035;0.14                      0.86
-0.03;0.12                      0.88
-0.025;0.1                      0.9
-0.02;0.08                      0.92
-0.015;0.06                      0.94
-0.01;0.04                      0.96
-0.005;0.02                      0.98
0;-0                      1
0.005;0                      1
0.01;0                      1
0.015;0                      1
0.02;0                      1
0.025;0                      1
0.03;0                      1
0.035;0                      1
0.04;0                      1
0.045;0                      1
0.05;0                      1
0.055;0                      1
0.06;0                      1
0.065;0                      1
0.07;0                      1
0.075;0                      1
0.08;0                      1
0.085;0                      1
0.09;0                      1
0.095;0                      1
0.1;0                      1
0.105;0                      1
0.11;0                      1
0.115;0                      1
0.12;0                      1
0.125;0                      1
0.13;0                      1
0.135;0                      1
0.14;0                      1
0.145;0                      1
0.15;0                      1
0.155;0                      1
0.16;0                      1
0.165;0                      1
0.17;0                      1
0.175;0                      1
0.18;0                      1
0.185;0                      1
0.19;0                      1
0.195;0                      1
0.2;0                      1
0.205;0                      1
0.21;0                      1
0.215;0                      1
0.22;0                      1
0.225;0                      1
0.23;0                      1
0.235;0                      1
0.24;0                      1
0.245;0                      1
0.25;0                      1
0.255;0                      0.98
0.26;0                      0.96
0.265;0                      0.94
0.27;0                      0.92
0.275;0                      0.9
0.28;0                      0.88
0.285;0                      0.86
0.29;0                      0.84
0.295;0                      0.82
0.3;0                      0.8
0.305;0                      0.78
0.31;0                      0.76
0.315;0                      0.74
0.32;0                      0.72
0.325;0                      0.7
0.33;0                      0.68
0.335;0                      0.66
0.34;0                      0.64
0.345;0                      0.62
0.35;0                      0.6
0.355;0                      0.58
0.36;0                      0.56
0.365;0                      0.54
0.37;0                      0.52
0.375;0                      0.5
0.38;0                      0.48
0.385;0                      0.46
0.39;0                      0.44
0.395;0                      0.42
0.4;0                      0.4
0.405;0                      0.38
0.41;0                      0.36
0.415;0                      0.34
0.42;0                      0.32
0.425;0                      0.3
0.43;0                      0.28
0.435;0                      0.26
0.44;0                      0.24
0.445;0                      0.22
0.45;0                      0.2
0.455;0                      0.18
0.46;0                      0.16
0.465;0                      0.14
0.47;0                      0.12
0.475;0                      0.1
0.48;0                      0.08
0.485;0                      0.06
0.49;0                      0.04
0.495;0                      0.02
0.5;0                      0
0.505;0                      0
0.51;0                      0
0.515;0                      0
0.52;0                      0
0.525;0                      0
0.53;0                      0
0.535;0                      0
0.54;0                      0
0.545;0                      0
0.55;0                      0
0.555;0                      0
0.56;0                      0
0.565;0                      0
0.57;0                      0
0.575;0                      0
0.58;0                      0
0.585;0                      0
0.59;0                      0
0.595;0                      0
0.6;0                      0
0.605;0                      0
0.61;0                      0
0.615;0                      0
0.62;0                      0
0.625;0                      0
0.63;0                      0
0.635;0                      0
0.64;0                      0
0.645;0                      0
0.65;0                      0
0.655;0                      0
0.66;0                      0
0.665;0                      0
0.67;0                      0
0.675;0                      0
0.68;0                      0
0.685;0                      0
0.69;0                      0
0.695;0                      0
0.7;0                      0
0.705;0                      0
0.71;0                      0
0.715;0                      0
0.72;0                      0
0.725;0                      0
0.73;0                      0
0.735;0                      0
0.74;0                      0
0.745;0                      0
0.75;0                      0
0.755;0                      0
0.76;0                      0
0.765;0                      0
0.77;0                      0
0.775;0                      0
0.78;0                      0
0.785;0                      0
0.79;0                      0
0.795;0                      0
0.8;0                      0
0.805;0                      0
0.81;0                      0
0.815;0                      0
0.82;0                      0
0.825;0                      0
0.83;0                      0
0.835;0                      0
0.84;0                      0
0.845;0                      0
0.85;0                      0
0.855;0                      0
0.86;0                      0
0.865;0                      0
0.87;0                      0
0.875;0                      0
0.88;0                      0
0.885;0                      0
0.89;0                      0
0.895;0                      0
0.9;0                      0
0.905;0                      0
0.91;0                      0
0.915;0                      0
0.92;0                      0
0.925;0                      0
0.93;0                      0
0.935;0                      0
0.94;0                      0
0.945;0                      0
0.95;0                      0
0.955;0                      0
0.96;0                      0
0.965;0                      0
0.97;0                      0
0.975;0                      0
0.98;0                      0
0.985;0                      0
0.99;0                      0
0.995;0                      0
1;0                      0
1.74167 & 0.980127 & 1.74167 & 2.22756
